ID do Cliente,Idade,Sexo,Item Vendido,Categoria,Valor da Venda (USD),Localizacao,Tamanho,Cor,Temporada,Avaliacao,Assinatura,Envio,Desconto,Codigo Promocional,Vendas Anteriores,Forma de Pagamento,Frequencia de Vendas
477,21,Homem,Cachecol,Acessorios,90,Connecticut,M,Magenta,Primavera,35,Sim,Free Shipping,Sim,Sim,2,PIX,Quinzenalmente
478,42,Homem,Sueter,Roupas,56,North Dakota,M,Verde,Verao,37,Sim,Free Shipping,Sim,Sim,49,Cartao de Credito,Semanalmente
479,35,Homem,Joias,Acessorios,43,Kansas,XG,Turquesa,Inverno,32,Sim,Free Shipping,Sim,Sim,48,Cartao de Debito,Anualmente
480,39,Homem,Bolsa,Acessorios,84,Iowa,G,Amarelo,Inverno,33,Sim,Retirado na loja,Sim,Sim,43,Transferencia bancaria,Mensalmente
481,68,Homem,Moletom,Roupas,88,Vermont,M,Cinza,Verao,48,Sim,Standard,Sim,Sim,30,Cartao de Credito,Quinzenalmente
482,46,Homem,Chapeu,Acessorios,88,Wisconsin,G,Pessego,Outono,32,Sim,Frete em 2 dias,Sim,Sim,10,PayPal,Quinzenalmente
483,41,Homem,Cinto,Acessorios,42,Connecticut,M,Amarelo,Inverno,25,Sim,Frete em 2 dias,Sim,Sim,11,PayPal,Anualmente
484,23,Homem,Moletom,Roupas,73,Oklahoma,M,Branco,Outono,39,Sim,Retirado na loja,Sim,Sim,12,PIX,Semanalmente
485,68,Homem,Chapeu,Acessorios,73,Missouri,G,Lavanda,Verao,47,Sim,Free Shipping,Sim,Sim,28,Cartao de Credito,Trimestralmente
486,48,Homem,Sapatos,Calcados,44,Tennessee,P,Azul,Primavera,26,Sim,Next Day Air,Sim,Sim,36,Cartao de Debito,Quinzenalmente
487,38,Homem,Sandalhas,Calcados,63,New Mexico,M,Carvao,Outono,28,Sim,Retirado na loja,Sim,Sim,37,Cartao de Debito,A cada 3 meses
488,41,Homem,Jaqueta,Agasalhos,68,Iowa,G,Vermelho,Inverno,44,Sim,Retirado na loja,Sim,Sim,22,Cartao de Credito,Trimestralmente
489,58,Homem,Sueter,Roupas,29,Maine,G,Oliva,Primavera,46,Sim,Standard,Sim,Sim,32,PIX,Semanalmente
490,49,Homem,Socks,Roupas,85,South Dakota,M,Verde,Verao,32,Sim,Standard,Sim,Sim,40,PIX,Anualmente
491,57,Homem,Tenis,Calcados,42,Colorado,M,Prateado,Inverno,42,Sim,Frete em 2 dias,Sim,Sim,47,PayPal,Mensalmente
492,49,Homem,Casaco,Agasalhos,69,Vermont,M,Prateado,Verao,37,Sim,Frete em 2 dias,Sim,Sim,24,Transferencia bancaria,Quinzenalmente
493,50,Homem,Shirt,Roupas,62,Michigan,M,Preto,Outono,39,Sim,Standard,Sim,Sim,11,PayPal,Semanalmente
494,28,Homem,Mochila,Acessorios,48,Nevada,XG,Vermelho,Verao,47,Sim,Retirado na loja,Sim,Sim,19,Cartao de Debito,Quinzenalmente
495,38,Homem,Botas,Calcados,68,Indiana,M,Indigo,Inverno,45,Sim,Expresso,Sim,Sim,42,PayPal,Semanalmente
496,33,Homem,Bolsa,Acessorios,36,Michigan,XG,Ciano,Outono,33,Sim,Free Shipping,Sim,Sim,6,Cartao de Credito,Quinzenalmente
497,30,Homem,Vestido,Roupas,63,California,P,Marrom,Outono,33,Sim,Expresso,Sim,Sim,31,PIX,Quinzenalmente
498,43,Homem,Tenis,Calcados,39,Oklahoma,P,Prateado,Inverno,46,Sim,Free Shipping,Sim,Sim,31,Transferencia bancaria,Semanalmente
499,43,Homem,Botas,Calcados,78,Iowa,M,Lavanda,Primavera,36,Sim,Free Shipping,Sim,Sim,27,PayPal,Mensalmente
500,36,Homem,Sapatos,Calcados,99,Rhode Island,G,Prateado,Inverno,48,Sim,Expresso,Sim,Sim,24,Cartao de Credito,Mensalmente
501,36,Homem,T-shirt,Roupas,31,Washington,G,Roxo,Outono,48,Sim,Next Day Air,Sim,Sim,35,Transferencia bancaria,A cada 3 meses
502,64,Homem,Botas,Calcados,45,Florida,M,Ciano,Primavera,29,Sim,Next Day Air,Sim,Sim,21,Cartao de Debito,Anualmente
503,59,Homem,Calcas,Roupas,30,South Carolina,P,Ciano,Outono,28,Sim,Expresso,Sim,Sim,8,Em dinheiro,Quinzenalmente
504,55,Homem,Sapatos,Calcados,24,West Virginia,M,Lavanda,Verao,32,Sim,Next Day Air,Sim,Sim,26,Cartao de Credito,Trimestralmente
505,42,Homem,Sapatos,Calcados,22,Missouri,M,Marrom,Inverno,39,Sim,Free Shipping,Sim,Sim,26,Transferencia bancaria,Anualmente
506,61,Homem,T-shirt,Roupas,63,Maine,G,Cinza,Primavera,43,Sim,Expresso,Sim,Sim,9,Cartao de Credito,Quinzenalmente
507,28,Homem,Cachecol,Acessorios,40,Georgia,M,Oliva,Outono,27,Sim,Frete em 2 dias,Sim,Sim,48,Em dinheiro,Anualmente
508,65,Homem,Shorts,Roupas,20,Maine,M,Magenta,Primavera,50,Sim,Retirado na loja,Sim,Sim,33,Transferencia bancaria,Quinzenalmente
509,27,Homem,Joias,Acessorios,20,Illinois,P,Amarelo,Inverno,37,Sim,Retirado na loja,Sim,Sim,31,Em dinheiro,Trimestralmente
510,41,Homem,T-shirt,Roupas,80,Delaware,G,Ciano,Verao,39,Sim,Free Shipping,Sim,Sim,17,Transferencia bancaria,Semanalmente
511,21,Homem,Shirt,Roupas,87,West Virginia,M,Verde-azulado,Outono,39,Sim,Frete em 2 dias,Sim,Sim,22,Cartao de Credito,Anualmente
512,61,Homem,Shirt,Roupas,46,Hawaii,G,Amarelo,Outono,31,Sim,Free Shipping,Sim,Sim,8,Cartao de Debito,Anualmente
513,19,Homem,Gloves,Acessorios,49,New York,G,Pessego,Inverno,33,Sim,Next Day Air,Sim,Sim,2,Cartao de Credito,Mensalmente
514,22,Homem,Cachecol,Acessorios,65,New Mexico,M,Pessego,Outono,36,Sim,Retirado na loja,Sim,Sim,45,PayPal,Anualmente
515,64,Homem,Saia,Roupas,62,Indiana,P,Oliva,Inverno,43,Sim,Standard,Sim,Sim,47,Cartao de Debito,Trimestralmente
516,28,Homem,Chapeu,Acessorios,67,Kentucky,G,Carvao,Primavera,45,Sim,Next Day Air,Sim,Sim,7,Cartao de Credito,Mensalmente
517,34,Homem,Moletom,Roupas,41,West Virginia,G,Indigo,Outono,28,Sim,Frete em 2 dias,Sim,Sim,19,Em dinheiro,Quinzenalmente
518,61,Homem,Botas,Calcados,49,North Dakota,G,Prateado,Outono,27,Sim,Free Shipping,Sim,Sim,44,Cartao de Debito,A cada 3 meses
519,24,Homem,Blusa,Roupas,100,Oregon,M,Bege,Outono,29,Sim,Next Day Air,Sim,Sim,16,PayPal,A cada 3 meses
520,19,Homem,Cinto,Acessorios,54,Minnesota,G,Azul,Verao,44,Sim,Frete em 2 dias,Sim,Sim,17,Em dinheiro,Trimestralmente
521,51,Homem,Oculos de sol,Acessorios,84,South Carolina,M,Branco,Primavera,39,Sim,Free Shipping,Sim,Sim,20,Transferencia bancaria,Trimestralmente
522,36,Homem,Shorts,Roupas,41,Vermont,G,Gold,Inverno,35,Sim,Standard,Sim,Sim,50,Cartao de Credito,Anualmente
523,65,Homem,Gloves,Acessorios,88,Minnesota,M,Azul,Primavera,25,Sim,Retirado na loja,Sim,Sim,37,PayPal,Trimestralmente
524,46,Homem,Sandalhas,Calcados,40,Delaware,M,Laranja,Primavera,49,Sim,Expresso,Sim,Sim,5,Em dinheiro,Trimestralmente
525,59,Homem,Shirt,Roupas,39,Pennsylvania,M,Gold,Verao,48,Sim,Free Shipping,Sim,Sim,44,PIX,Anualmente
526,51,Homem,Casaco,Agasalhos,37,Iowa,M,Ciano,Primavera,32,Sim,Next Day Air,Sim,Sim,41,Cartao de Credito,Mensalmente
527,51,Homem,Calcas,Roupas,52,New Jersey,P,Vermelho,Inverno,49,Sim,Standard,Sim,Sim,19,Em dinheiro,Mensalmente
528,21,Homem,T-shirt,Roupas,23,South Carolina,G,Amarelo,Inverno,43,Sim,Next Day Air,Sim,Sim,47,Transferencia bancaria,A cada 3 meses
529,34,Homem,Tenis,Calcados,88,Maryland,P,Bege,Inverno,32,Sim,Expresso,Sim,Sim,40,PIX,Anualmente
530,32,Homem,Shorts,Roupas,84,California,M,Laranja,Outono,37,Sim,Standard,Sim,Sim,6,Em dinheiro,Mensalmente
531,48,Homem,Casaco,Agasalhos,37,Montana,XG,Magenta,Inverno,32,Sim,Retirado na loja,Sim,Sim,25,PIX,Quinzenalmente
532,50,Homem,Sandalhas,Calcados,51,Vermont,G,Roxo,Outono,34,Sim,Next Day Air,Sim,Sim,42,Transferencia bancaria,Semanalmente
533,26,Homem,Calcas,Roupas,76,Texas,G,Preto,Inverno,41,Sim,Expresso,Sim,Sim,35,Transferencia bancaria,A cada 3 meses
534,57,Homem,Sandalhas,Calcados,60,North Carolina,G,Rosa,Primavera,45,Sim,Next Day Air,Sim,Sim,17,PayPal,Semanalmente
535,65,Homem,Gloves,Acessorios,72,Florida,G,Rosa,Outono,45,Sim,Next Day Air,Sim,Sim,4,Transferencia bancaria,Trimestralmente
536,56,Homem,T-shirt,Roupas,45,West Virginia,G,Marrom,Primavera,32,Sim,Free Shipping,Sim,Sim,24,Cartao de Credito,Semanalmente
537,44,Homem,Jaqueta,Agasalhos,84,Illinois,P,Marrom,Outono,44,Sim,Retirado na loja,Sim,Sim,16,Cartao de Debito,A cada 3 meses
538,50,Homem,Blusa,Roupas,49,Virginia,P,Turquesa,Verao,30,Sim,Retirado na loja,Sim,Sim,14,Cartao de Credito,Anualmente
539,27,Homem,Socks,Roupas,22,Virginia,XG,Verde,Primavera,32,Sim,Free Shipping,Sim,Sim,43,PayPal,Semanalmente
540,49,Homem,Casaco,Agasalhos,48,Wyoming,M,Violeta,Inverno,40,Sim,Retirado na loja,Sim,Sim,49,Em dinheiro,Semanalmente
541,49,Homem,Vestido,Roupas,37,South Carolina,M,Lavanda,Primavera,31,Sim,Next Day Air,Sim,Sim,33,PIX,A cada 3 meses
542,52,Homem,Jaqueta,Agasalhos,27,Connecticut,G,Cinza,Outono,28,Sim,Next Day Air,Sim,Sim,45,Transferencia bancaria,Quinzenalmente
543,27,Homem,Botas,Calcados,79,Illinois,XG,Verde-azulado,Primavera,46,Sim,Next Day Air,Sim,Sim,35,PIX,Quinzenalmente
544,53,Homem,Saia,Roupas,98,Alabama,P,Vermelho,Primavera,43,Sim,Expresso,Sim,Sim,11,Cartao de Debito,Mensalmente
545,34,Homem,Sandalhas,Calcados,64,Washington,P,Amarelo,Verao,33,Sim,Standard,Sim,Sim,30,Em dinheiro,A cada 3 meses
546,33,Homem,Casaco,Agasalhos,32,Alabama,G,Magenta,Verao,35,Sim,Frete em 2 dias,Sim,Sim,48,Transferencia bancaria,Anualmente
547,62,Homem,Moletom,Roupas,74,New Mexico,M,Marrom,Inverno,34,Sim,Free Shipping,Sim,Sim,45,Em dinheiro,Quinzenalmente
548,38,Homem,Jaqueta,Agasalhos,50,Nevada,M,Azul,Inverno,28,Sim,Free Shipping,Sim,Sim,26,Cartao de Debito,Semanalmente
549,36,Homem,Mochila,Acessorios,64,Nebraska,M,Preto,Inverno,46,Sim,Retirado na loja,Sim,Sim,41,PayPal,A cada 3 meses
550,31,Homem,Mochila,Acessorios,29,Arizona,P,Oliva,Outono,36,Sim,Expresso,Sim,Sim,37,Em dinheiro,Quinzenalmente
551,62,Homem,Cinto,Acessorios,62,Georgia,M,Oliva,Verao,33,Sim,Retirado na loja,Sim,Sim,12,Em dinheiro,Semanalmente
552,29,Homem,Casaco,Agasalhos,78,Idaho,XG,Verde,Outono,31,Sim,Frete em 2 dias,Sim,Sim,27,PIX,Quinzenalmente
553,24,Homem,T-shirt,Roupas,94,Missouri,M,Pessego,Outono,35,Sim,Expresso,Sim,Sim,18,Transferencia bancaria,Semanalmente
554,63,Homem,Oculos de sol,Acessorios,59,Florida,M,Branco,Inverno,32,Sim,Expresso,Sim,Sim,15,PIX,Trimestralmente
555,56,Homem,Tenis,Calcados,47,Minnesota,M,Vermelho,Verao,30,Sim,Expresso,Sim,Sim,34,PayPal,Semanalmente
556,63,Homem,Gloves,Acessorios,57,Maine,M,Branco,Outono,48,Sim,Expresso,Sim,Sim,37,Transferencia bancaria,Anualmente
557,40,Homem,Casaco,Agasalhos,90,Montana,G,Indigo,Inverno,50,Sim,Retirado na loja,Sim,Sim,21,Cartao de Credito,Quinzenalmente
558,18,Homem,Shirt,Roupas,60,Alaska,M,Branco,Primavera,29,Sim,Free Shipping,Sim,Sim,31,PayPal,Semanalmente
559,50,Homem,Tenis,Calcados,77,Iowa,G,Verde-azulado,Outono,32,Sim,Expresso,Sim,Sim,43,PIX,A cada 3 meses
560,66,Homem,Cachecol,Acessorios,41,Arizona,M,Indigo,Outono,29,Sim,Retirado na loja,Sim,Sim,22,Transferencia bancaria,Mensalmente
561,25,Homem,Joias,Acessorios,48,Louisiana,G,Vermelho,Outono,33,Sim,Free Shipping,Sim,Sim,12,PayPal,Anualmente
562,65,Homem,Jaqueta,Agasalhos,65,Alabama,M,Azul,Outono,26,Sim,Next Day Air,Sim,Sim,25,Cartao de Credito,Quinzenalmente
563,53,Homem,Jeans,Roupas,62,Missouri,M,Azul,Verao,35,Sim,Standard,Sim,Sim,40,PayPal,Anualmente
564,61,Homem,Sapatos,Calcados,99,Idaho,M,Preto,Outono,44,Sim,Standard,Sim,Sim,16,PayPal,Trimestralmente
565,67,Homem,Moletom,Roupas,58,Florida,M,Oliva,Inverno,34,Sim,Next Day Air,Sim,Sim,30,Em dinheiro,Semanalmente
566,59,Homem,Mochila,Acessorios,43,Idaho,G,Lavanda,Outono,42,Sim,Retirado na loja,Sim,Sim,10,Transferencia bancaria,Semanalmente
567,55,Homem,Tenis,Calcados,93,Alabama,M,Indigo,Primavera,36,Sim,Retirado na loja,Sim,Sim,1,PayPal,Quinzenalmente
568,21,Homem,Blusa,Roupas,50,New Hampshire,P,Vermelho,Inverno,30,Sim,Next Day Air,Sim,Sim,24,PIX,Quinzenalmente
569,44,Homem,Calcas,Roupas,88,Utah,G,Vermelho,Verao,40,Sim,Free Shipping,Sim,Sim,36,Transferencia bancaria,Mensalmente
570,65,Homem,Saia,Roupas,33,Alabama,M,Rosa,Outono,44,Sim,Expresso,Sim,Sim,46,PayPal,A cada 3 meses
571,65,Homem,T-shirt,Roupas,99,Iowa,XG,Roxo,Outono,41,Sim,Standard,Sim,Sim,20,Cartao de Credito,Anualmente
572,54,Homem,Jaqueta,Agasalhos,76,Kentucky,XG,Ciano,Primavera,36,Sim,Free Shipping,Sim,Sim,37,PIX,Semanalmente
573,56,Homem,Cachecol,Acessorios,97,South Carolina,XG,Ciano,Verao,46,Sim,Next Day Air,Sim,Sim,26,Cartao de Credito,Anualmente
574,58,Homem,Calcas,Roupas,68,California,M,Carvao,Verao,32,Sim,Frete em 2 dias,Sim,Sim,23,Em dinheiro,Quinzenalmente
575,54,Homem,Tenis,Calcados,79,Maine,G,Vermelho,Outono,48,Sim,Free Shipping,Sim,Sim,20,PayPal,Quinzenalmente
576,58,Homem,Jeans,Roupas,86,Nebraska,M,Pessego,Outono,48,Sim,Expresso,Sim,Sim,38,PIX,Mensalmente
577,48,Homem,Chapeu,Acessorios,68,Washington,M,Preto,Inverno,50,Sim,Frete em 2 dias,Sim,Sim,5,PIX,A cada 3 meses
578,19,Homem,Saia,Roupas,52,Alabama,M,Preto,Outono,37,Sim,Retirado na loja,Sim,Sim,41,PayPal,Anualmente
579,69,Homem,Sandalhas,Calcados,90,Maine,M,Roxo,Outono,46,Sim,Next Day Air,Sim,Sim,22,Cartao de Debito,Quinzenalmente
580,58,Homem,Sandalhas,Calcados,41,California,M,Violeta,Inverno,37,Sim,Free Shipping,Sim,Sim,48,Cartao de Debito,Anualmente
581,49,Homem,Sueter,Roupas,80,Iowa,M,Laranja,Primavera,41,Sim,Free Shipping,Sim,Sim,10,PayPal,Semanalmente
582,32,Homem,Sueter,Roupas,100,Iowa,XG,Carvao,Inverno,27,Sim,Retirado na loja,Sim,Sim,12,Cartao de Credito,A cada 3 meses
583,40,Homem,Jaqueta,Agasalhos,77,Colorado,G,Turquesa,Primavera,49,Sim,Retirado na loja,Sim,Sim,2,Cartao de Debito,Trimestralmente
584,25,Homem,Shorts,Roupas,78,California,G,Amarelo,Primavera,40,Sim,Retirado na loja,Sim,Sim,38,PayPal,Mensalmente
585,70,Homem,Socks,Roupas,94,Indiana,M,Branco,Primavera,47,Sim,Free Shipping,Sim,Sim,20,PayPal,Mensalmente
586,69,Homem,Socks,Roupas,23,South Carolina,M,Cinza,Outono,28,Sim,Next Day Air,Sim,Sim,5,Cartao de Credito,A cada 3 meses
587,45,Homem,Moletom,Roupas,20,Wisconsin,P,Azul,Inverno,49,Sim,Frete em 2 dias,Sim,Sim,9,PIX,Anualmente
588,29,Homem,Socks,Roupas,86,Washington,P,Marrom,Outono,42,Sim,Expresso,Sim,Sim,48,PayPal,A cada 3 meses
589,47,Homem,Botas,Calcados,60,South Dakota,M,Violeta,Outono,30,Sim,Standard,Sim,Sim,9,Cartao de Debito,Trimestralmente
590,28,Homem,Shirt,Roupas,70,Minnesota,M,Laranja,Outono,34,Sim,Frete em 2 dias,Sim,Sim,40,Cartao de Debito,Anualmente
591,64,Homem,Cinto,Acessorios,39,Alaska,P,Turquesa,Outono,46,Sim,Standard,Sim,Sim,30,Cartao de Credito,Quinzenalmente
592,47,Homem,Mochila,Acessorios,37,Kentucky,G,Oliva,Outono,42,Sim,Retirado na loja,Sim,Sim,6,Cartao de Credito,Quinzenalmente
593,60,Homem,Botas,Calcados,29,North Dakota,M,Marrom,Outono,32,Sim,Free Shipping,Sim,Sim,42,PIX,A cada 3 meses
594,67,Homem,Casaco,Agasalhos,35,Alaska,P,Verde,Inverno,44,Sim,Retirado na loja,Sim,Sim,9,Em dinheiro,A cada 3 meses
595,35,Homem,Moletom,Roupas,83,Oklahoma,P,Marrom,Inverno,25,Sim,Next Day Air,Sim,Sim,6,Em dinheiro,Mensalmente
596,30,Homem,Sapatos,Calcados,77,Delaware,M,Prateado,Verao,36,Sim,Next Day Air,Sim,Sim,47,Cartao de Credito,Trimestralmente
597,23,Homem,Sapatos,Calcados,37,Montana,XG,Branco,Verao,45,Sim,Retirado na loja,Sim,Sim,36,PayPal,Anualmente
598,70,Homem,Joias,Acessorios,69,Alaska,G,Gold,Verao,34,Sim,Standard,Sim,Sim,19,Transferencia bancaria,Quinzenalmente
599,21,Homem,Vestido,Roupas,66,California,G,Verde,Inverno,32,Sim,Frete em 2 dias,Sim,Sim,30,Cartao de Credito,A cada 3 meses
600,51,Homem,Botas,Calcados,26,Massachusetts,G,Verde-azulado,Primavera,42,Sim,Standard,Sim,Sim,27,Em dinheiro,A cada 3 meses
601,22,Homem,Chapeu,Acessorios,63,South Carolina,M,Carvao,Primavera,50,Sim,Frete em 2 dias,Sim,Sim,25,Cartao de Debito,Mensalmente
602,32,Homem,Mochila,Acessorios,38,West Virginia,M,Marrom,Verao,47,Sim,Retirado na loja,Sim,Sim,5,Em dinheiro,Quinzenalmente
603,37,Homem,Sapatos,Calcados,58,Oregon,G,Lavanda,Verao,42,Sim,Next Day Air,Sim,Sim,10,PIX,A cada 3 meses
604,31,Homem,Bolsa,Acessorios,46,Massachusetts,G,Verde,Inverno,34,Sim,Frete em 2 dias,Sim,Sim,26,Cartao de Debito,A cada 3 meses
605,44,Homem,Oculos de sol,Acessorios,92,West Virginia,P,Rosa,Outono,44,Sim,Retirado na loja,Sim,Sim,11,Transferencia bancaria,A cada 3 meses
606,40,Homem,Chapeu,Acessorios,32,California,XG,Carvao,Inverno,42,Sim,Standard,Sim,Sim,17,Cartao de Debito,Semanalmente
607,27,Homem,Cachecol,Acessorios,90,Colorado,M,Azul,Primavera,45,Sim,Standard,Sim,Sim,44,Cartao de Credito,Mensalmente
608,47,Homem,Moletom,Roupas,23,Indiana,G,Roxo,Outono,28,Sim,Next Day Air,Sim,Sim,44,PayPal,Mensalmente
609,41,Homem,Mochila,Acessorios,25,Delaware,P,Gold,Outono,33,Sim,Next Day Air,Sim,Sim,21,Cartao de Debito,A cada 3 meses
610,51,Homem,Sueter,Roupas,54,Ohio,G,Roxo,Outono,46,Sim,Next Day Air,Sim,Sim,49,Em dinheiro,Quinzenalmente
611,53,Homem,Shorts,Roupas,72,Oklahoma,M,Carvao,Verao,25,Sim,Free Shipping,Sim,Sim,27,Cartao de Debito,A cada 3 meses
612,43,Homem,Cachecol,Acessorios,33,California,M,Preto,Inverno,47,Sim,Retirado na loja,Sim,Sim,19,Cartao de Credito,Mensalmente
613,67,Homem,Chapeu,Acessorios,43,New Hampshire,G,Lavanda,Outono,46,Sim,Expresso,Sim,Sim,33,PayPal,Trimestralmente
614,61,Homem,Casaco,Agasalhos,51,Pennsylvania,G,Lavanda,Outono,26,Sim,Standard,Sim,Sim,46,Em dinheiro,Quinzenalmente
615,68,Homem,Joias,Acessorios,85,Idaho,M,Lavanda,Inverno,40,Sim,Standard,Sim,Sim,21,Em dinheiro,Quinzenalmente
616,67,Homem,Sandalhas,Calcados,100,Maryland,G,Oliva,Verao,26,Sim,Next Day Air,Sim,Sim,23,Cartao de Debito,Anualmente
617,29,Homem,Gloves,Acessorios,72,Pennsylvania,G,Verde-azulado,Primavera,46,Sim,Free Shipping,Sim,Sim,38,Em dinheiro,A cada 3 meses
618,50,Homem,Mochila,Acessorios,57,Colorado,M,Marrom,Outono,26,Sim,Standard,Sim,Sim,2,Cartao de Debito,Trimestralmente
619,61,Homem,Jaqueta,Agasalhos,94,Indiana,G,Ciano,Primavera,40,Sim,Expresso,Sim,Sim,21,Cartao de Credito,Quinzenalmente
620,19,Homem,Mochila,Acessorios,34,Nebraska,M,Carvao,Verao,46,Sim,Retirado na loja,Sim,Sim,1,Cartao de Debito,A cada 3 meses
621,33,Homem,Mochila,Acessorios,89,Rhode Island,M,Preto,Outono,37,Sim,Frete em 2 dias,Sim,Sim,10,PayPal,A cada 3 meses
622,51,Homem,Oculos de sol,Acessorios,27,Kansas,P,Vermelho,Outono,44,Sim,Retirado na loja,Sim,Sim,45,Cartao de Debito,Semanalmente
623,69,Homem,Socks,Roupas,63,Georgia,P,Pessego,Primavera,40,Sim,Next Day Air,Sim,Sim,44,Cartao de Credito,Quinzenalmente
624,19,Homem,Sapatos,Calcados,70,Nevada,M,Branco,Outono,47,Sim,Standard,Sim,Sim,48,Transferencia bancaria,Quinzenalmente
625,55,Homem,Calcas,Roupas,87,South Carolina,XG,Rosa,Outono,34,Sim,Expresso,Sim,Sim,21,PIX,Anualmente
626,49,Homem,Joias,Acessorios,79,Delaware,M,Vermelho,Outono,40,Sim,Next Day Air,Sim,Sim,1,PIX,Semanalmente
627,31,Homem,Oculos de sol,Acessorios,79,New Hampshire,M,Indigo,Primavera,39,Sim,Standard,Sim,Sim,10,Cartao de Credito,Anualmente
628,42,Homem,Sandalhas,Calcados,44,Oregon,G,Preto,Inverno,41,Sim,Expresso,Sim,Sim,24,PIX,Mensalmente
629,69,Homem,Sueter,Roupas,85,Massachusetts,M,Branco,Outono,37,Sim,Frete em 2 dias,Sim,Sim,29,PIX,Mensalmente
630,26,Homem,Sapatos,Calcados,90,Vermont,G,Bege,Primavera,47,Sim,Standard,Sim,Sim,11,Transferencia bancaria,Anualmente
631,41,Homem,Joias,Acessorios,94,Mississippi,P,Prateado,Outono,43,Sim,Frete em 2 dias,Sim,Sim,33,Em dinheiro,Anualmente
632,55,Homem,Botas,Calcados,68,Washington,P,Violeta,Verao,41,Sim,Retirado na loja,Sim,Sim,27,PIX,Quinzenalmente
633,35,Homem,Mochila,Acessorios,51,Wyoming,M,Vermelho,Inverno,39,Sim,Next Day Air,Sim,Sim,19,PIX,Quinzenalmente
634,66,Homem,Sandalhas,Calcados,33,Minnesota,M,Laranja,Primavera,29,Sim,Expresso,Sim,Sim,50,Transferencia bancaria,Trimestralmente
635,36,Homem,Tenis,Calcados,60,Ohio,M,Verde-azulado,Verao,39,Sim,Standard,Sim,Sim,46,Transferencia bancaria,Semanalmente
636,27,Homem,Moletom,Roupas,59,South Carolina,M,Marrom,Outono,43,Sim,Frete em 2 dias,Sim,Sim,28,PayPal,Trimestralmente
637,41,Homem,Bolsa,Acessorios,30,Wisconsin,M,Indigo,Verao,28,Sim,Retirado na loja,Sim,Sim,14,Em dinheiro,A cada 3 meses
638,21,Homem,Sueter,Roupas,20,Tennessee,M,Ciano,Inverno,34,Sim,Frete em 2 dias,Sim,Sim,46,Em dinheiro,Quinzenalmente
639,53,Homem,Sandalhas,Calcados,20,Maryland,P,Azul,Verao,27,Sim,Expresso,Sim,Sim,41,PIX,Mensalmente
640,54,Homem,Vestido,Roupas,24,Mississippi,G,Oliva,Primavera,40,Sim,Frete em 2 dias,Sim,Sim,50,Cartao de Credito,Anualmente
641,53,Homem,Saia,Roupas,88,Minnesota,M,Cinza,Verao,44,Sim,Retirado na loja,Sim,Sim,28,Cartao de Debito,Quinzenalmente
642,47,Homem,Blusa,Roupas,78,Alaska,M,Vermelho,Inverno,39,Sim,Frete em 2 dias,Sim,Sim,23,PIX,A cada 3 meses
643,64,Homem,Saia,Roupas,25,Arkansas,G,Vermelho,Primavera,28,Sim,Frete em 2 dias,Sim,Sim,14,Cartao de Credito,Quinzenalmente
644,18,Homem,Sueter,Roupas,57,Oregon,XG,Verde,Inverno,32,Sim,Next Day Air,Sim,Sim,10,PIX,A cada 3 meses
645,68,Homem,Mochila,Acessorios,93,Louisiana,P,Azul,Verao,43,Sim,Next Day Air,Sim,Sim,37,PIX,Semanalmente
646,62,Homem,Moletom,Roupas,42,Oklahoma,P,Roxo,Verao,42,Sim,Expresso,Sim,Sim,15,Cartao de Credito,Quinzenalmente
647,51,Homem,Botas,Calcados,54,Indiana,XG,Rosa,Primavera,49,Sim,Standard,Sim,Sim,19,Cartao de Debito,Quinzenalmente
648,54,Homem,Blusa,Roupas,70,Mississippi,XG,Carvao,Verao,37,Sim,Expresso,Sim,Sim,23,Transferencia bancaria,Quinzenalmente
649,22,Homem,Moletom,Roupas,31,Michigan,M,Marrom,Inverno,41,Sim,Retirado na loja,Sim,Sim,35,Transferencia bancaria,Semanalmente
650,53,Homem,Calcas,Roupas,93,Delaware,G,Laranja,Primavera,42,Sim,Retirado na loja,Sim,Sim,33,Cartao de Credito,A cada 3 meses
651,34,Homem,Gloves,Acessorios,40,Florida,M,Magenta,Primavera,39,Sim,Next Day Air,Sim,Sim,12,PIX,Anualmente
652,32,Homem,Chapeu,Acessorios,32,Arkansas,G,Amarelo,Verao,29,Sim,Next Day Air,Sim,Sim,41,PayPal,Quinzenalmente
653,64,Homem,Oculos de sol,Acessorios,27,Minnesota,M,Bege,Inverno,31,Sim,Free Shipping,Sim,Sim,27,PayPal,Semanalmente
654,20,Homem,Cachecol,Acessorios,68,North Dakota,M,Oliva,Inverno,36,Sim,Frete em 2 dias,Sim,Sim,45,Cartao de Credito,Quinzenalmente
655,24,Homem,Bolsa,Acessorios,59,California,G,Cinza,Verao,44,Sim,Frete em 2 dias,Sim,Sim,23,Transferencia bancaria,Anualmente
656,20,Homem,Bolsa,Acessorios,36,Mississippi,P,Roxo,Outono,31,Sim,Free Shipping,Sim,Sim,19,Cartao de Debito,Mensalmente
657,42,Homem,Jeans,Roupas,23,Pennsylvania,M,Bege,Verao,39,Sim,Standard,Sim,Sim,6,Cartao de Debito,Trimestralmente
658,48,Homem,Jaqueta,Agasalhos,80,Arizona,M,Branco,Inverno,43,Sim,Free Shipping,Sim,Sim,6,PayPal,Trimestralmente
